source,target,relation,relation_zh,evidence,source_doc,source_url,count,weight,color
work_order:JS202111100177,maintenance_unit:常熟市速达电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111110035,maintenance_unit:杭州西奥电梯有限公司淮安分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111110081,maintenance_unit:南通广瑞电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111120153,maintenance_unit:苏州金利电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111130071,maintenance_unit:通力电梯有限公司昆山分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111130083,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111130089,maintenance_unit:无锡市安顺电梯维修有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111150142,maintenance_unit:苏州熠菱电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111170117,maintenance_unit:苏州通惠电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111180015,maintenance_unit:宿迁致和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111190114,maintenance_unit:迅达（中国）电梯有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111200125,maintenance_unit:苏州金利电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111220017,maintenance_unit:徐州奥发机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111220048,maintenance_unit:奥的斯机电电梯有限公司徐州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111220072,maintenance_unit:江苏维阳机电工程科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111240076,maintenance_unit:南通安川电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111250061,maintenance_unit:奥的斯机电电梯有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111260029,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111260128,maintenance_unit:苏州电菱机电有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111270092,maintenance_unit:奥的斯机电电梯有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111270120,maintenance_unit:苏州安捷电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111270134,maintenance_unit:苏州通惠电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111280016,maintenance_unit:南通速奥电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111300023,maintenance_unit:英沃电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111300038,maintenance_unit:无锡融村科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111300098,maintenance_unit:奥的斯机电电梯有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202111300133,maintenance_unit:日立电梯（中国）有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112010184,maintenance_unit:英沃电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112020181,maintenance_unit:普来特富（上海）智能系统有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112050057,maintenance_unit:无锡森斯电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112060023,maintenance_unit:宜兴市超越电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112060095,maintenance_unit:奥的斯机电电梯有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112060112,maintenance_unit:苏州电菱机电有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112080093,maintenance_unit:江苏奥的斯电梯销售服务有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112080119,maintenance_unit:苏州久亚电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112090028,maintenance_unit:江苏奥的斯电梯销售服务有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112090094,maintenance_unit:苏州久亚电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112100097,maintenance_unit:苏州久亚电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112110055,maintenance_unit:杭州西奥电梯有限公司淮安分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112120001,maintenance_unit:淮安衡运机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112120006,maintenance_unit:江苏富士达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112130045,maintenance_unit:南京京电科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112140059,maintenance_unit:通力电梯有限公司南京分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112140066,maintenance_unit:南京宏和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112140118,maintenance_unit:苏州步升电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112150042,maintenance_unit:江苏苏杭电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112150111,maintenance_unit:苏州电菱机电有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112180120,maintenance_unit:南通速奥电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112180188,maintenance_unit:杭州西奥电梯有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112190033,maintenance_unit:杭州西奥电梯有限公司淮安分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112190156,maintenance_unit:江苏安通机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112190173,maintenance_unit:无锡信达电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112200119,maintenance_unit:迅达（中国）电梯有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112230073,maintenance_unit:江苏信达电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112240004,maintenance_unit:江苏施塔德电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112240051,maintenance_unit:南京宏和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112240136,maintenance_unit:南京宏和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112250055,maintenance_unit:徐州奥发机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112250080,maintenance_unit:徐州安隆电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112250170,maintenance_unit:南京宏和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112260281,maintenance_unit:苏州步升电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112270060,maintenance_unit:徐州安隆电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112280059,maintenance_unit:无锡融村科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112290005,maintenance_unit:江苏施塔德电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112290031,maintenance_unit:南通帝奥电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112290076,maintenance_unit:徐州奥发机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112290084,maintenance_unit:南通安川电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112300023,maintenance_unit:南通安川电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112300072,maintenance_unit:宜兴市超越电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202112300078,maintenance_unit:无锡市安顺电梯维修有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201020073,maintenance_unit:蒂升电梯（中国）有限公司南通分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201020090,maintenance_unit:沈阳远大智能工业集团股份有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201030116,maintenance_unit:迅达（中国）电梯有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201040013,maintenance_unit:江苏富士达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201040025,maintenance_unit:徐州安隆电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201040090,maintenance_unit:江苏中央新亚百货股份有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201040110,maintenance_unit:通力电梯有限公司昆山分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201050080,maintenance_unit:无锡信达电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201050121,maintenance_unit:苏州通惠电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201060105,maintenance_unit:江苏安通机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201070051,maintenance_unit:无锡新捷电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201070063,maintenance_unit:沈阳远大智能工业集团股份有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201080002,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201080044,maintenance_unit:徐州确达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201080080,maintenance_unit:沈阳远大智能工业集团股份有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201120005,maintenance_unit:无锡富通达新能源科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201120074,maintenance_unit:沈阳远大智能工业集团股份有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201140068,maintenance_unit:日立电梯（中国）有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201150039,maintenance_unit:无锡信达电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201180071,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201190082,maintenance_unit:无锡森斯电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201190115,maintenance_unit:苏州恒耀电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201210123,maintenance_unit:苏州金利电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201230070,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201260027,maintenance_unit:徐州安隆电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201290039,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202201290090,maintenance_unit:江苏施塔德电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202020042,maintenance_unit:淮安华淮电梯服务有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202040043,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202080008,maintenance_unit:江阴市瀚森电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202080056,maintenance_unit:江苏富士达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202080109,maintenance_unit:迅达（中国）电梯有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202090006,maintenance_unit:奥的斯机电电梯有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202090012,maintenance_unit:江苏富士达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202090046,maintenance_unit:江苏信达电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202090092,maintenance_unit:苏州友创工程设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202100046,maintenance_unit:沈阳远大智能工业集团股份有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202100084,maintenance_unit:苏州友创工程设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202120028,maintenance_unit:江苏通菱机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202130034,maintenance_unit:奥的斯机电电梯有限公司徐州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202140059,maintenance_unit:日立电梯（中国）有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202140070,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202140081,maintenance_unit:奥的斯机电电梯有限公司徐州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202160036,maintenance_unit:宿迁致和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202160063,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202170079,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202170080,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202170081,maintenance_unit:无锡市安顺电梯维修有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202170120,maintenance_unit:常熟市速达电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202190041,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202200087,maintenance_unit:徐州鼎泰电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202210041,maintenance_unit:无锡市实达电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202210054,maintenance_unit:淮安华淮电梯服务有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202210070,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202220028,maintenance_unit:无锡市实达电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202220062,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202220100,maintenance_unit:宿迁致和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202230060,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202240083,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202250086,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202260013,maintenance_unit:无锡西太电电梯科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202260133,maintenance_unit:宿迁致和机电设备有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202270105,maintenance_unit:苏州中菱电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202202280155,maintenance_unit:通力电梯有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203010078,maintenance_unit:无锡久升机电设备工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203020076,maintenance_unit:江苏维阳机电工程科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203030013,maintenance_unit:南通速奥电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203040018,maintenance_unit:苏州中菱电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203040103,maintenance_unit:蒂升电梯（中国）有限公司南京分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203050053,maintenance_unit:无锡市骏图机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203050098,maintenance_unit:沈阳远大智能工业集团股份有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203050100,maintenance_unit:蒂升电梯（中国）有限公司南京分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203070028,maintenance_unit:无锡久升机电设备工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203080009,maintenance_unit:无锡市恒通电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203080102,maintenance_unit:苏州市奥赛威电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203090012,maintenance_unit:无锡信达电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203100010,maintenance_unit:南京春辉机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203100083,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203100123,maintenance_unit:苏州创恒电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203110122,maintenance_unit:苏州苏菱电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203120073,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203130007,maintenance_unit:江苏施塔德电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203160033,maintenance_unit:江苏富士达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203160076,maintenance_unit:江苏富士达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203180101,maintenance_unit:苏州工业园区安丰电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203200066,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203210068,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203220073,maintenance_unit:无锡市实达电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203230066,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203240086,maintenance_unit:江苏海菱机电设备工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203250097,maintenance_unit:徐州奥发机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203260055,maintenance_unit:江苏海菱机电设备工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203260082,maintenance_unit:奥的斯机电电梯有限公司江苏分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203270022,maintenance_unit:无锡融村科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203270041,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203280066,maintenance_unit:无锡华迅电梯智能科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203310022,maintenance_unit:徐州西姆斯机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203310025,maintenance_unit:淮安衡运机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202203310066,maintenance_unit:奥的斯电梯（中国）有限公司南京分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204030065,maintenance_unit:淮安衡运机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204040029,maintenance_unit:无锡市恒通电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204050081,maintenance_unit:苏州金利电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204090037,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204110014,maintenance_unit:蒂升电梯（中国）有限公司南通分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204110097,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204120097,maintenance_unit:无锡久升机电设备工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204130017,maintenance_unit:迅达（中国）电梯有限公司苏州分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204140011,maintenance_unit:江苏爱立特设备工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204140055,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204140058,maintenance_unit:徐州市上菱电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204160054,maintenance_unit:淮安华淮电梯服务有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204180001,maintenance_unit:江苏信达电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204180044,maintenance_unit:通力电梯有限公司南京分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204180048,maintenance_unit:昆山中菱电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204190075,maintenance_unit:蒂升电梯（中国）有限公司无锡分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204200065,maintenance_unit:蒂升电梯（中国）有限公司南京分公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204210078,maintenance_unit:徐州确达电梯安装有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204210084,maintenance_unit:江苏通菱机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204220011,maintenance_unit:江苏迅通机电设备安装工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204220101,maintenance_unit:苏州金利电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204240096,maintenance_unit:苏州恒耀电梯有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202204260096,maintenance_unit:苏州金利电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205010058,maintenance_unit:无锡市安顺电梯维修有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205060073,maintenance_unit:无锡市安顺电梯维修有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205070016,maintenance_unit:南京欣飞机电工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205080017,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205080100,maintenance_unit:昆山中菱电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205090036,maintenance_unit:无锡华迅电梯智能科技有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205090068,maintenance_unit:苏州市奥赛威电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205110037,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205150024,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205150114,maintenance_unit:苏州金利电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205160008,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205160022,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205160079,maintenance_unit:徐州富奥电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
work_order:JS202205170127,maintenance_unit:苏州苏菱电梯工程有限公司,HANDLED_BY,处置单位,,local:xlsx,,1,1,#64748b
